LoanID,CustomerID,ProductID,RegionID,OriginationDate,APR,TenorMonths,OriginationAmount,CurrentBalance,Status,InterestType,RepaymentFrequency,RiskBand,Channel,CollateralizedFlag,WriteOffFlag,ClosedDate,LastPaymentDate,Currency
9000195,105530,520,3015,2025-09-15,21.96,29,44643.41,43930.6,Active,Variable,Monthly,B,Mobile,0,0,,2025-09-21,GBP
9000196,104413,506,3131,2023-02-28,21.8,0,39800.11,22244.28,Active,Fixed,Monthly,A,Online,0,0,,2023-04-29,EUR
9000197,103748,519,3022,2020-12-12,8.61,200,145366.54,109256.56,Active,Variable,Biweekly,A,Branch,1,0,,2025-09-03,INR
9000198,100663,511,3101,2024-03-04,18.59,8,1922.59,38.45,Active,Variable,Monthly,B,Online,0,0,,2024-05-03,USD
9000199,101998,519,3076,2021-01-22,8.34,297,231397.9,197827.85,Active,Fixed,Monthly,D,Branch,1,0,,2025-09-08,INR
9000200,107994,513,3133,2021-01-24,11.07,30,16706.13,334.12,Active,Fixed,Monthly,B,Branch,1,0,,2021-03-18,GBP
9000201,111637,509,3054,2022-01-29,12.01,166,90189.62,66168.58,Active,Fixed,Biweekly,C,Mobile,1,0,,2025-09-08,USD
9000202,111935,508,3135,2024-02-07,8.09,24,4267.74,733.23,Active,Fixed,Biweekly,B,Online,0,0,,2024-11-28,INR
9000203,101495,522,3072,2024-12-01,12.1,14,6529.76,2520.3,Active,Fixed,Monthly,B,Online,0,0,,2025-09-09,GBP
9000204,103304,514,3097,2025-03-21,19.23,0,36339.91,20613.99,Active,Fixed,Monthly,B,Mobile,0,0,,2025-09-28,EUR
9000205,103763,519,3080,2020-06-21,5.19,134,29472.53,14571.98,Active,Fixed,Monthly,C,Partner,1,0,,2025-09-24,USD
9000206,105232,523,3113,2021-07-02,17.62,13,39433.2,788.66,Active,Fixed,Monthly,D,Online,0,0,,2021-08-03,GBP
9000207,101853,509,3066,2022-08-07,12.37,100,213498.2,130230.36,Active,Fixed,Monthly,B,Branch,1,0,,2022-10-09,USD
9000208,106585,518,3040,2023-05-09,6.84,51,34067.43,14375.04,Active,Fixed,Monthly,C,Branch,1,0,,2025-09-12,USD
9000209,101291,518,3039,2022-11-13,6.68,80,24318.01,13838.72,Active,Fixed,Biweekly,B,Partner,1,0,,2024-04-07,INR
9000210,103581,511,3102,2020-07-20,18.85,23,751.12,15.02,Active,Fixed,Biweekly,B,Mobile,0,0,,2021-03-29,INR
9000211,111649,522,3038,2025-01-10,14.89,14,2639.17,42.94,Closed,Fixed,Monthly,D,Online,0,0,2025-09-21,2025-09-21,USD
9000212,107554,511,3052,2023-10-23,25.69,17,1399.37,2.04,Closed,Variable,Monthly,A,Branch,0,0,2025-08-24,2025-08-24,INR
9000213,107280,508,3039,2021-09-19,11.91,32,5324.56,532.46,WrittenOff,Fixed,Biweekly,B,Online,0,1,,2022-02-17,INR
9000214,101636,519,3051,2025-09-16,6.71,154,45154.56,45154.56,Active,Fixed,Monthly,A,Branch,1,0,,2025-09-17,USD
9000215,103696,503,3036,2021-01-17,5.76,267,448055.22,1569.75,Closed,Fixed,Monthly,B,Branch,1,0,2025-03-13,2025-03-13,USD
9000216,111191,500,3066,2025-01-07,15.47,59,13433.19,9377.86,WrittenOff,Fixed,Monthly,C,Mobile,0,1,,2025-09-20,INR
9000217,111344,515,3146,2021-01-10,19.26,20,546.57,2.08,Closed,Variable,Monthly,D,Branch,0,0,2024-08-24,2024-08-24,USD
9000218,100698,500,3084,2024-07-30,14.07,49,13087.26,244.69,Closed,Fixed,Monthly,B,Partner,0,0,2025-09-30,2025-09-30,GBP
9000219,110352,512,3065,2021-03-10,25.47,0,16526.65,323.05,Closed,Fixed,Monthly,D,Branch,0,0,2025-09-27,2025-09-27,INR
9000220,104737,502,3137,2024-06-08,13.27,73,40820.32,33470.68,Active,Variable,Weekly,A,Partner,1,0,,2025-09-30,INR
9000221,100854,511,3051,2023-05-04,24.65,15,1071.51,11.11,Closed,Variable,Monthly,B,Partner,0,0,2025-09-06,2025-09-06,USD
9000222,108164,522,3001,2025-01-21,20.85,17,4207.69,7.18,Closed,Variable,Monthly,C,Branch,0,0,2025-09-21,2025-09-21,EUR
9000223,105855,508,3128,2021-10-02,9.02,41,3594.88,71.9,Active,Fixed,Biweekly,A,Branch,0,0,,2022-10-21,USD
9000224,107392,503,3096,2023-05-06,5.45,68,290562.59,157164.03,Active,Fixed,Monthly,C,Branch,1,0,,2025-09-06,INR
9000225,106528,501,3021,2022-05-01,37.85,0,7030.58,4443.21,Active,Fixed,Monthly,C,Partner,0,0,,2023-11-08,USD
9000226,111666,521,3112,2021-03-22,19.45,15,12147.98,242.96,Active,Fixed,Monthly,D,Online,0,0,,2021-06-16,EUR
9000227,105249,521,3081,2025-03-04,10.73,29,3017.95,2828.61,Delinquent,Fixed,Monthly,D,Branch,0,0,,2025-09-28,INR
9000228,105172,508,3120,2022-08-16,14.72,35,3398.18,67.96,Active,Variable,Monthly,E,Branch,0,0,,2024-02-24,INR
9000229,101707,519,3002,2021-06-19,7.62,68,85210.08,19584.67,Active,Variable,Monthly,C,Branch,1,0,,2022-03-13,INR
9000230,110969,523,3117,2022-07-07,13.79,16,30494.36,202.45,Closed,Fixed,Monthly,C,Branch,0,0,2023-12-05,2023-12-05,USD
9000231,105791,512,3143,2021-08-23,20.34,0,12699.64,10539.85,Active,Fixed,Monthly,D,Partner,0,0,,2022-06-09,USD
9000232,109925,513,3138,2024-03-03,12.94,44,15624.42,10077.35,Delinquent,Fixed,Monthly,C,Online,1,0,,2024-12-27,USD
9000233,105535,502,3009,2024-05-22,10.21,69,43387.13,33279.18,Active,Fixed,Biweekly,E,Branch,1,0,,2025-09-12,INR
9000234,104931,517,3024,2023-09-06,11.38,107,7294.47,5993.01,Active,Fixed,Monthly,B,Partner,1,0,,2025-09-25,USD
9000235,103510,508,3119,2024-05-24,16.86,44,1084.61,19.32,Closed,Fixed,Monthly,B,Online,0,0,2025-09-10,2025-09-10,USD
9000236,100202,514,3005,2023-05-21,13.8,0,27827.69,26323.95,Active,Fixed,Monthly,B,Partner,0,0,,2023-11-21,USD
9000237,111447,521,3109,2023-08-21,11.08,31,929.26,195.62,Active,Variable,Monthly,B,Partner,0,0,,2025-02-07,USD
9000238,104218,523,3007,2025-02-26,18.06,23,12012.38,8632.98,Active,Fixed,Monthly,C,Partner,0,0,,2025-07-17,INR
9000239,108958,509,3040,2024-11-05,9.32,121,47008.28,41774.01,Active,Variable,Monthly,C,Partner,1,0,,2025-09-30,USD
9000240,104389,516,3109,2020-08-16,7.24,78,35313.27,6364.65,Active,Variable,Monthly,E,Online,1,0,,2025-09-05,EUR
9000241,102327,512,3000,2023-09-28,33.73,0,18152.61,9858.22,Active,Fixed,Monthly,D,Partner,0,0,,2024-05-06,GBP
9000242,108004,500,3130,2023-04-21,14.77,53,18215.15,7719.25,Active,Fixed,Monthly,B,Partner,0,0,,2025-09-25,USD
9000243,102931,510,3051,2022-06-07,12.99,0,98145.44,56786.42,Active,Fixed,Monthly,B,Branch,1,0,,2022-09-16,USD
9000244,107777,504,3101,2023-07-22,11.0,33,23370.17,5773.91,Active,Fixed,Monthly,E,Branch,0,0,,2024-04-12,INR
9000245,100197,508,3076,2022-02-25,13.88,38,4699.64,27.36,Closed,Variable,Monthly,B,Branch,0,0,2025-08-23,2025-08-23,GBP
9000246,107125,506,3046,2021-05-28,23.76,0,1768.54,1329.96,Active,Fixed,Monthly,E,Branch,0,0,,2023-07-15,GBP
9000247,101930,506,3113,2022-04-24,10.17,0,10772.02,5413.06,Delinquent,Fixed,Weekly,B,Partner,0,0,,2023-03-20,INR
9000248,111774,501,3082,2020-03-16,28.68,0,7927.41,4964.36,Active,Fixed,Monthly,D,Mobile,0,0,,2021-01-29,INR
9000249,106287,518,3018,2023-03-05,7.48,36,48200.26,9000.51,Active,Variable,Monthly,B,Online,1,0,,2024-05-03,EUR
9000250,108800,519,3069,2020-10-04,5.24,175,203952.38,143313.34,Active,Fixed,Monthly,C,Partner,1,0,,2025-09-13,EUR
9000251,111464,517,3046,2023-05-25,13.9,66,56221.92,33787.76,Active,Fixed,Monthly,E,Branch,1,0,,2023-12-14,EUR
9000252,109339,509,3116,2022-08-17,7.41,215,75381.67,65762.69,Active,Fixed,Monthly,C,Partner,1,0,,2023-06-23,EUR
9000253,104282,504,3077,2024-06-04,11.31,72,19137.85,14871.03,Active,Variable,Monthly,D,Branch,0,0,,2025-09-17,INR
9000254,111589,515,3004,2025-07-31,20.54,7,1201.97,852.68,Active,Fixed,Monthly,B,Partner,0,0,,2025-09-10,INR
9000255,102511,522,3063,2024-09-09,14.72,11,3191.24,159.56,Delinquent,Variable,Monthly,C,Partner,0,0,,2025-03-04,INR
9000256,109986,504,3106,2022-04-05,8.62,24,34849.66,696.99,Active,Fixed,Monthly,B,Mobile,0,0,,2024-03-05,INR
9000257,100659,514,3035,2023-08-22,16.02,0,35910.02,2621.58,Closed,Variable,Monthly,B,Partner,0,0,2023-11-21,2023-11-21,INR
9000258,102811,521,3136,2021-10-27,18.13,30,14074.18,281.48,Active,Variable,Monthly,A,Branch,0,0,,2023-09-15,INR
9000259,107098,515,3010,2020-06-12,15.83,22,1646.72,32.93,Active,Variable,Weekly,C,Branch,0,0,,2021-05-06,INR
9000260,106546,503,3146,2022-01-10,7.0,268,377907.72,308876.25,Active,Fixed,Monthly,E,Partner,1,0,,2025-09-17,INR
9000261,109561,513,3063,2022-09-14,9.81,40,22642.26,2495.55,Active,Fixed,Monthly,C,Online,1,0,,2025-05-20,USD
9000262,101986,523,3064,2024-10-07,21.11,17,15513.0,4975.25,Active,Variable,Monthly,A,Partner,0,0,,2025-01-07,INR
9000263,108338,516,3072,2022-06-06,8.19,72,46129.57,20887.59,Active,Fixed,Monthly,C,Branch,1,0,,2023-09-11,INR
9000264,111411,516,3056,2025-07-21,8.07,83,54510.75,52287.11,Active,Fixed,Weekly,E,Branch,1,0,,2025-09-10,INR
9000265,102911,520,3065,2020-12-12,20.88,17,54460.5,1089.21,Active,Fixed,Monthly,D,Branch,0,0,,2022-05-03,INR
9000266,101734,515,3131,2025-09-15,17.1,12,393.29,393.29,Active,Fixed,Monthly,B,Online,0,0,,2025-09-12,INR
9000267,101843,508,3003,2023-06-21,11.48,24,7123.89,142.48,Active,Variable,Monthly,E,Branch,0,0,,2023-09-06,USD
9000268,108680,501,3123,2024-10-13,30.11,0,2819.7,276.02,Closed,Variable,Monthly,D,Partner,0,0,2025-08-31,2025-08-31,USD
9000269,102976,510,3128,2022-04-30,14.21,0,11810.04,7755.58,Active,Fixed,Monthly,D,Branch,1,0,,2022-11-20,USD
9000270,101959,514,3091,2023-05-03,20.75,0,27078.23,23549.23,Active,Variable,Biweekly,E,Online,0,0,,2023-06-29,EUR
9000271,105759,502,3017,2021-08-09,10.2,45,23584.15,1179.21,Delinquent,Variable,Monthly,D,Partner,1,0,,2024-10-31,USD
9000272,106694,523,3140,2020-12-07,12.25,23,39721.09,794.42,Active,Fixed,Monthly,E,Branch,0,0,,2022-11-10,INR
9000273,102385,515,3069,2024-06-16,9.5,8,670.99,13.42,Active,Variable,Monthly,D,Branch,0,0,,2024-11-29,GBP
9000274,111111,520,3102,2024-01-27,19.99,54,14264.42,8351.87,Active,Variable,Weekly,A,Partner,0,0,,2025-09-18,INR
9000275,104736,518,3085,2024-08-31,10.99,32,43273.8,25824.01,Active,Fixed,Monthly,A,Mobile,1,0,,2025-09-23,EUR
9000276,101802,521,3029,2021-10-03,15.8,17,2411.4,48.23,Active,Variable,Monthly,B,Branch,0,0,,2022-06-26,USD
9000277,108155,505,3106,2025-05-11,18.02,71,12175.41,12020.28,Active,Fixed,Monthly,A,Online,1,0,,2025-09-12,INR
9000278,108120,513,3129,2020-07-15,6.47,42,10337.24,77.99,Closed,Fixed,Monthly,C,Mobile,1,0,2023-02-15,2023-02-15,INR
9000279,106616,504,3019,2023-02-20,11.73,99,50264.55,339.09,Closed,Fixed,Weekly,C,Online,0,0,2023-11-21,2023-11-21,USD
9000280,105534,504,3077,2021-07-12,12.91,84,5542.93,87.87,Closed,Fixed,Biweekly,A,Partner,0,0,2022-04-16,2022-04-16,USD
9000281,104061,505,3076,2023-02-11,8.93,57,28567.46,14028.85,Active,Fixed,Monthly,A,Mobile,1,0,,2025-09-14,INR
9000282,111561,517,3071,2023-03-21,11.9,110,55149.08,40971.9,Active,Variable,Weekly,C,Mobile,1,0,,2025-09-08,INR
9000283,100262,521,3148,2022-10-19,14.09,9,5396.86,38.93,Closed,Variable,Monthly,A,Partner,0,0,2025-01-21,2025-01-21,GBP
9000284,106287,517,3149,2023-09-01,10.55,40,81233.03,36309.53,Active,Fixed,Monthly,C,Online,1,0,,2025-09-28,EUR
9000285,108815,518,3072,2021-02-25,6.62,56,27000.8,1750.07,Active,Variable,Monthly,A,Branch,1,0,,2024-11-20,INR
9000286,109208,501,3105,2024-02-10,31.94,0,9977.33,9353.04,Active,Variable,Weekly,E,Branch,0,0,,2024-03-16,INR
9000287,111835,516,3127,2021-11-23,6.23,31,41182.25,376.36,Closed,Variable,Monthly,B,Branch,1,0,2025-08-07,2025-08-07,USD
9000288,102049,500,3106,2020-05-29,15.57,59,37370.28,659.8,Closed,Fixed,Monthly,A,Branch,0,0,2020-11-07,2020-11-07,EUR
9000289,105423,508,3010,2024-09-09,13.82,43,1934.78,1449.53,Active,Fixed,Monthly,C,Branch,0,0,,2025-09-20,EUR
9000290,111915,512,3079,2022-04-03,38.46,0,19404.4,15009.96,Active,Fixed,Monthly,C,Branch,0,0,,2023-08-13,USD
9000291,104548,503,3008,2022-05-29,8.53,146,488547.43,348127.08,Active,Fixed,Monthly,E,Branch,1,0,,2025-09-26,INR
9000292,103108,504,3099,2020-11-17,12.84,64,38791.96,4305.73,Active,Variable,Monthly,D,Branch,0,0,,2021-10-01,GBP
9000293,107158,522,3051,2020-10-08,16.07,15,5234.17,104.68,Active,Fixed,Monthly,B,Branch,0,0,,2021-07-18,EUR
9000294,110248,517,3114,2024-06-02,8.42,87,35697.01,458.56,Closed,Fixed,Monthly,A,Branch,1,0,2025-09-19,2025-09-19,INR
9000295,107400,509,3140,2025-07-01,13.43,94,82978.31,78199.9,Delinquent,Variable,Monthly,B,Partner,1,0,,2025-08-15,EUR
9000296,103170,503,3128,2025-09-11,7.68,208,97983.63,574.13,Closed,Fixed,Biweekly,B,Partner,1,0,2025-09-02,2025-09-02,USD
9000297,109874,512,3074,2024-11-01,41.37,0,2795.81,2554.43,Active,Fixed,Monthly,C,Mobile,0,0,,2025-08-05,USD
9000298,102255,512,3132,2022-06-09,36.47,0,19057.1,10868.85,Active,Variable,Monthly,C,Partner,0,0,,2024-06-15,EUR
9000299,101154,516,3147,2024-08-01,11.4,25,55641.65,28954.98,Active,Fixed,Biweekly,C,Branch,1,0,,2025-09-28,USD
9000300,104499,507,3142,2021-06-28,10.49,17,7450.74,145.54,Closed,Variable,Biweekly,A,Partner,0,0,2022-08-28,2022-08-28,INR
9000301,106295,503,3067,2021-02-22,10.83,307,360518.76,1536.14,Closed,Fixed,Monthly,E,Partner,1,0,2024-01-06,2024-01-06,EUR
9000302,106197,522,3053,2021-05-02,11.1,8,4915.23,98.3,Active,Variable,Monthly,B,Online,0,0,,2021-07-13,INR
9000303,111383,502,3010,2022-05-12,10.82,42,42730.77,311.52,Closed,Variable,Monthly,D,Partner,1,0,2024-09-30,2024-09-30,INR
9000304,109888,510,3128,2022-05-09,12.22,0,139480.08,8876.69,Closed,Variable,Monthly,D,Branch,1,0,2023-08-05,2023-08-05,INR
9000305,101648,511,3046,2025-04-05,26.46,13,1189.15,9.95,Closed,Fixed,Monthly,B,Online,0,0,2025-08-19,2025-08-19,USD
9000306,105539,508,3114,2020-01-07,13.73,16,1936.63,38.73,Active,Fixed,Biweekly,B,Online,0,0,,2020-06-13,INR
9000307,109637,514,3037,2022-03-23,18.79,0,37256.76,923.48,Closed,Variable,Monthly,C,Partner,0,0,2024-02-21,2024-02-21,GBP
9000308,104199,512,3129,2025-08-10,27.05,0,1613.03,877.99,Active,Fixed,Monthly,B,Branch,0,0,,2025-09-15,INR
9000309,108445,504,3044,2023-06-14,8.24,87,35826.08,197.88,Closed,Fixed,Monthly,D,Branch,0,0,2025-05-26,2025-05-26,USD
9000310,111375,504,3060,2020-01-19,8.8,65,59323.15,1186.46,Active,Variable,Monthly,D,Online,0,0,,2022-07-14,INR
9000311,102557,518,3081,2023-02-23,9.85,79,30175.49,18800.12,Active,Fixed,Monthly,D,Mobile,1,0,,2025-09-05,INR
9000312,105592,510,3010,2021-12-05,16.05,0,125611.98,89372.24,Active,Variable,Monthly,A,Branch,1,0,,2022-07-18,INR
9000313,100098,508,3024,2023-10-18,17.81,23,5973.2,119.46,Active,Fixed,Monthly,D,Partner,0,0,,2025-03-09,EUR
9000314,102200,502,3077,2025-02-07,10.86,82,21966.29,19705.13,Active,Fixed,Monthly,C,Branch,1,0,,2025-09-13,INR
9000315,102961,517,3040,2024-04-24,11.22,111,78195.76,62970.12,Active,Fixed,Monthly,C,Branch,1,0,,2025-09-09,USD
9000316,104973,512,3040,2024-08-19,35.6,0,19569.64,10898.7,Active,Fixed,Biweekly,B,Branch,0,0,,2025-09-13,INR
9000317,104433,511,3100,2025-08-08,27.65,9,745.13,643.47,Active,Fixed,Monthly,C,Online,0,0,,2025-09-01,INR
9000318,111969,508,3138,2020-11-07,15.79,31,2345.85,46.92,Active,Fixed,Monthly,B,Partner,0,0,,2022-10-14,INR
9000319,102869,509,3031,2021-01-26,9.68,213,202711.64,142856.48,Active,Fixed,Weekly,C,Online,1,0,,2025-09-19,INR
9000320,111426,512,3048,2024-02-11,35.1,0,19846.98,10277.35,Active,Fixed,Biweekly,C,Online,0,0,,2025-09-01,INR
9000321,111983,519,3005,2021-03-29,6.34,242,182025.56,3305.93,Closed,Fixed,Monthly,C,Branch,1,0,2023-03-07,2023-03-07,USD
9000322,100956,519,3056,2022-07-08,10.62,208,121028.54,1125.08,Closed,Variable,Monthly,B,Branch,1,0,2025-02-21,2025-02-21,INR
9000323,108352,512,3005,2024-05-06,35.18,0,9311.91,5454.76,Active,Variable,Monthly,A,Partner,0,0,,2025-09-21,INR
9000324,105699,521,3046,2022-03-22,21.88,18,8574.57,108.43,Closed,Variable,Monthly,B,Branch,0,0,2025-09-20,2025-09-20,INR
9000325,106944,508,3062,2022-12-20,10.49,30,4148.92,82.98,Active,Fixed,Monthly,D,Branch,0,0,,2024-11-29,GBP
9000326,104493,523,3149,2025-03-16,14.74,18,35135.72,21935.36,Active,Fixed,Biweekly,C,Partner,0,0,,2025-05-12,EUR
9000327,109492,509,3066,2023-12-28,8.01,144,25429.58,116.01,Closed,Fixed,Monthly,A,Mobile,1,0,2025-09-08,2025-09-08,INR
9000328,104911,518,3146,2020-09-01,6.97,66,13696.86,1762.63,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-02,GBP
9000329,103987,505,3040,2021-08-18,16.91,23,180553.83,3611.08,Active,Variable,Monthly,C,Online,1,0,,2022-12-31,USD
9000330,109719,506,3104,2022-09-23,12.25,0,48024.22,23067.32,Active,Fixed,Monthly,B,Branch,0,0,,2024-04-07,INR
9000331,106015,514,3006,2022-01-19,13.67,0,27823.93,18022.36,Active,Fixed,Monthly,A,Branch,0,0,,2022-03-23,USD
9000332,101218,521,3056,2024-03-06,17.28,21,3982.36,742.48,WrittenOff,Fixed,Monthly,C,Partner,0,1,,2024-06-13,USD
9000333,104496,518,3015,2022-03-18,8.47,65,33163.56,10090.95,Active,Fixed,Biweekly,C,Online,1,0,,2024-01-31,INR
9000334,104735,513,3058,2022-01-06,11.44,18,9915.52,495.78,Delinquent,Fixed,Monthly,B,Branch,1,0,,2022-03-20,GBP
9000335,111296,515,3136,2021-10-17,15.44,12,260.7,26.07,WrittenOff,Fixed,Biweekly,A,Partner,0,1,,2023-04-20,USD
9000336,110927,513,3033,2025-04-17,9.9,58,22289.09,20125.21,Active,Fixed,Monthly,C,Online,1,0,,2025-09-12,INR
9000337,104555,519,3045,2021-05-09,10.59,66,148885.09,38079.31,Active,Variable,Monthly,D,Partner,1,0,,2022-08-18,INR
9000338,109146,501,3042,2020-01-26,19.12,0,2898.31,101.4,Closed,Fixed,Monthly,B,Branch,0,0,2021-04-10,2021-04-10,INR
9000339,108050,508,3046,2023-10-23,8.28,36,2880.14,55.24,Closed,Fixed,Biweekly,A,Branch,0,0,2025-09-21,2025-09-21,EUR
9000340,103446,502,3133,2020-12-26,8.79,65,40815.5,4564.9,Active,Fixed,Monthly,C,Online,1,0,,2023-05-11,EUR
9000341,101045,505,3111,2024-11-29,9.93,15,82688.8,29012.87,Active,Variable,Monthly,E,Branch,1,0,,2025-02-06,EUR
9000342,106893,504,3122,2022-07-01,6.37,85,11892.77,6982.81,Active,Fixed,Monthly,B,Branch,0,0,,2023-09-16,EUR
9000343,101693,513,3060,2023-08-27,6.45,27,21883.73,357.74,Closed,Fixed,Monthly,C,Online,1,0,2025-09-23,2025-09-23,GBP
9000344,103436,514,3131,2023-08-23,14.39,0,14088.68,12417.55,WrittenOff,Fixed,Biweekly,C,Branch,0,1,,2023-12-27,INR
9000345,108754,517,3132,2025-07-05,10.93,111,81915.28,81915.28,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-18,USD
9000346,110677,516,3069,2020-12-03,11.79,80,42749.88,11279.03,Active,Variable,Monthly,B,Online,1,0,,2021-07-22,INR
9000347,105895,508,3059,2020-11-06,8.99,13,3098.92,61.98,Active,Fixed,Monthly,E,Partner,0,0,,2021-11-23,INR
9000348,103354,518,3087,2021-02-28,6.88,46,31184.88,623.7,Active,Variable,Monthly,C,Online,1,0,,2024-10-01,INR
9000349,100225,522,3091,2025-06-29,11.64,20,1789.51,1525.4,Active,Fixed,Monthly,A,Partner,0,0,,2025-09-16,USD
9000350,104893,508,3076,2022-05-29,14.72,48,5195.35,891.16,Active,Fixed,Monthly,A,Mobile,0,0,,2023-06-14,INR
9000351,107022,515,3105,2020-10-28,17.53,20,1441.71,28.83,Active,Variable,Monthly,A,Mobile,0,0,,2021-10-10,USD
9000352,109151,505,3081,2024-04-03,8.73,69,42617.3,32302.34,Active,Fixed,Monthly,C,Partner,1,0,,2025-08-06,USD
9000353,105600,507,3006,2023-06-30,14.53,21,7619.29,143.84,Closed,Fixed,Monthly,A,Online,0,0,2025-06-15,2025-06-15,INR
9000354,111259,502,3030,2023-11-16,9.46,47,20655.33,292.32,Closed,Fixed,Monthly,D,Branch,1,0,2025-09-15,2025-09-15,INR
9000355,107996,521,3084,2020-08-22,18.17,16,2346.49,46.93,Active,Fixed,Monthly,B,Online,0,0,,2021-01-10,EUR
9000356,109007,504,3047,2020-08-04,12.36,48,44575.91,891.52,Active,Fixed,Biweekly,B,Online,0,0,,2022-02-15,EUR
9000357,107683,506,3041,2024-07-13,18.16,0,26042.99,18136.65,Active,Fixed,Monthly,B,Branch,0,0,,2024-10-05,INR
9000358,104642,522,3089,2025-03-27,19.76,7,2261.21,39.15,Closed,Fixed,Biweekly,C,Branch,0,0,2025-09-07,2025-09-07,USD
9000359,111312,500,3029,2023-09-03,18.07,52,13593.27,7876.93,Active,Fixed,Monthly,E,Online,0,0,,2025-09-22,INR
9000360,107679,521,3116,2023-10-03,16.62,27,5629.42,725.07,Delinquent,Fixed,Monthly,D,Mobile,0,0,,2024-03-24,USD
9000361,108208,520,3125,2020-06-16,22.62,27,18159.34,363.19,Active,Fixed,Weekly,B,Branch,0,0,,2022-07-19,USD
9000362,107339,503,3050,2022-01-02,6.03,310,253766.08,206706.13,Active,Fixed,Monthly,D,Branch,1,0,,2025-09-21,INR
9000363,109435,515,3050,2024-12-27,18.12,17,1851.17,939.41,Active,Fixed,Biweekly,C,Online,0,0,,2025-08-03,EUR
9000364,102205,513,3119,2025-06-24,13.64,42,2263.14,2036.02,Active,Fixed,Biweekly,C,Branch,1,0,,2025-09-02,USD
9000365,110716,500,3108,2022-10-23,9.15,44,33858.72,369.54,Closed,Fixed,Monthly,C,Partner,0,0,2024-02-26,2024-02-26,EUR
9000366,101069,503,3146,2022-06-21,5.25,106,375137.59,244578.48,Active,Fixed,Monthly,C,Online,1,0,,2025-09-27,INR
9000367,103444,509,3049,2022-06-22,12.61,239,128906.24,101900.89,Active,Fixed,Biweekly,B,Branch,1,0,,2025-09-17,EUR
9000368,110757,510,3082,2024-04-14,15.73,0,27175.31,2663.69,Closed,Fixed,Monthly,B,Partner,1,0,2025-03-24,2025-03-24,EUR
9000369,101060,506,3085,2024-01-31,13.24,0,8508.64,7536.05,Active,Variable,Monthly,C,Branch,0,0,,2025-02-18,USD
9000370,102327,503,3131,2020-04-04,6.2,248,116302.17,88166.29,Active,Fixed,Monthly,B,Partner,1,0,,2025-09-18,EUR
9000371,103420,500,3011,2021-02-13,13.1,16,37791.63,258.41,Closed,Fixed,Monthly,B,Branch,0,0,2022-03-10,2022-03-10,USD
9000372,100301,500,3142,2023-01-25,13.11,37,16479.51,222.48,Closed,Fixed,Monthly,D,Branch,0,0,2025-07-18,2025-07-18,INR
9000373,100606,516,3142,2022-09-12,11.59,59,19248.35,6912.73,Active,Variable,Monthly,C,Branch,1,0,,2024-03-26,USD
9000374,103170,509,3137,2020-07-06,7.2,71,113698.11,13945.7,Active,Fixed,Monthly,B,Partner,1,0,,2022-06-29,GBP
9000375,100699,504,3117,2025-02-21,11.38,114,36728.01,34282.9,Active,Variable,Monthly,A,Partner,0,0,,2025-09-07,EUR
9000376,105088,506,3060,2024-01-21,23.83,0,29970.42,20171.81,Delinquent,Fixed,Monthly,A,Partner,0,0,,2024-09-06,INR
9000377,109331,507,3146,2022-10-28,12.38,12,10100.19,202.0,Active,Fixed,Weekly,E,Online,0,0,,2023-04-09,EUR
9000378,100190,501,3056,2020-10-23,30.36,0,7459.29,5883.7,Active,Variable,Monthly,B,Partner,0,0,,2022-08-17,USD
9000379,110492,508,3008,2020-08-26,17.13,47,3233.75,4.15,Closed,Fixed,Monthly,C,Branch,0,0,2024-11-20,2024-11-20,EUR
9000380,100980,503,3028,2024-05-25,8.9,234,385112.36,375871.33,Active,Fixed,Monthly,C,Online,1,0,,2025-09-17,USD
9000381,102975,511,3006,2025-06-19,18.34,14,1712.83,25.24,Closed,Fixed,Monthly,A,Branch,0,0,2025-08-11,2025-08-11,USD
9000382,106102,510,3104,2022-05-15,14.34,0,122217.0,12126.84,Closed,Fixed,Monthly,C,Partner,1,0,2025-09-09,2025-09-09,USD
9000383,101184,504,3144,2021-01-09,12.81,72,52722.61,11773.02,Active,Variable,Biweekly,A,Online,0,0,,2025-05-04,USD
9000384,103327,511,3078,2023-03-03,19.91,11,1852.11,37.04,Active,Fixed,Monthly,A,Partner,0,0,,2023-04-12,EUR
9000385,103394,520,3143,2024-04-30,19.72,55,20013.52,13476.35,Active,Fixed,Monthly,B,Partner,0,0,,2025-09-29,USD
9000386,108319,503,3105,2020-09-30,8.96,223,394780.51,276760.43,Active,Fixed,Monthly,B,Branch,1,0,,2025-09-28,USD
9000387,110257,512,3082,2021-05-16,28.61,0,14491.18,12004.87,Active,Fixed,Biweekly,A,Branch,0,0,,2022-10-22,INR
9000388,101816,521,3088,2025-08-22,12.38,22,5921.98,5464.73,Active,Variable,Monthly,B,Partner,0,0,,2025-09-10,INR
9000389,105854,500,3075,2020-05-12,16.51,54,21358.54,3.86,Closed,Fixed,Biweekly,C,Branch,0,0,2025-04-18,2025-04-18,USD
9000390,106709,517,3009,2021-07-24,13.89,55,77867.0,6499.37,Active,Variable,Monthly,E,Branch,1,0,,2025-09-02,USD
9000391,100569,503,3049,2025-05-25,8.62,196,182261.24,181095.13,Active,Variable,Monthly,C,Branch,1,0,,2025-09-12,EUR
